SourceFile,AIBuildNumber,AIColorModel,AIColorUsage,AICreatorVersion,AINumLayers,AIRulerUnits,AITargetResolution,AppleKeywords,AToB0,AToB1,AToB2,Author,BlueMatrixColumn,BlueTRC,BoundingBox,BToA0,BToA1,BToA2,ChromaticityChannel1,ChromaticityChannel2,ChromaticityChannel3,ChromaticityChannels,ChromaticityColorant,CMMFlags,ColorSpaceData,Comments,Company,ConnectionSpaceIlluminant,ContainerVersion,CreateDate,Creator,CreatorContactInfo,CreatorSubTool,CreatorTool,CreatorVersion,Date,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,Error,ExifToolVersion,Extracted,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,Gamut,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Keywords,Language,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,Modified,ModifyDate,Newlines,NPages,NumPages,OriginalDocumentID,PageCount,PageLayout,PageMode,Part,PDFVersion,Physicalheightininches,Physicalwidthininches,PlateNames,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,Sha1,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartupProfile,Subject,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,TwitterCard,TwitterDescription,TwitterImage,TwitterTitle,VersionID,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Viewport,Warning,WordCount,XMPToolkit,YandexVerification
DOC-4417.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019:12:19 02:34:33Z,pdftk 2.02 - www.pdftk.com,,,pdftk 2.02 - www.pdftk.com,,,,,,,,,,,,,.,uuid:c4cb262f-d893-4796-8a12-f228e13ac1d0,,12.57,,2024:04:17 20:44:04-04:00,2024:04:17 20:44:05-04:00,2024:04:17 20:44:05-04:00,DOC-4417.pdf,-rw-r--r--,17 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,uuid:476d08cb-7c6a-41fa-8a57-687c7b904c8d,,,No,,,,,,,,,,,,,,,,,2020:01:07 15:53:06-08:00,,application/pdf,,2020:01:07 15:53:06-08:00,,,,,170,,,,1.4,,,,,itext-paulo-155 (itextpdf.sf.net-lowagie.com),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        ",
DOC-4420.pdf,,,,,,,,,,,,AWS,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,"Not Embedded, Independent","RGB ",,,0.9642 1 0.82491,,2021:04:27 22:57:47Z,AWS,,,ZonBook XSL Stylesheets with Apache FOP,,2021:04:27 22:57:47Z,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.57,,2024:04:17 20:43:55-04:00,2024:04:17 20:43:56-04:00,2024:04:17 20:43:56-04:00,DOC-4420.pdf,-rw-r--r--,3.1 MB,PDF,pdf,,,,,,,,,application/pdf,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,en,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2021:04:27 22:57:47Z,,application/pdf,,,,,,,302,,UseOutlines,,1.4,,,,Apple Computer Inc.,Apache FOP Version 2.1,Display Device Profile,Little CMS,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Little CMS,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,AWS Elemental Live - User Guide,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
ebs-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:08-04:00,2024:04:17 20:43:08-04:00,2024:04:17 20:43:08-04:00,ebs-api.pdf,-rw-r--r--,252 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
ecr-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:32-04:00,2024:04:17 20:43:32-04:00,2024:04:17 20:43:32-04:00,ecr-api.pdf,-rw-r--r--,258 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
ehm.pdf,,,,,,,,,,,,AWS,0.14302 0.06059 0.71384,"(Binary data 2060 bytes, use -b option to extract)",,,,,0.64 0.33,0.3 0.60001,0.14999 0.06,3,Unknown,"Not Embedded, Independent","RGB ",,,0.9642 1 0.82491,,2024:04:17 08:52:40Z,AWS,,,ZonBook XSL Stylesheets with Apache FOP,,2024:04:17 08:52:40Z,,,,,,"Reflective, Glossy, Positive, Color",Little CMS,"lcms generated ",,sRGB,.,,,12.57,,2024:04:17 20:42:55-04:00,2024:04:17 20:42:55-04:00,2024:04:17 20:42:55-04:00,ehm.pdf,-rw-r--r--,215 kB,PDF,pdf,,,,,,,,,application/pdf,,0.38533 0.71704 0.09714,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,"Expert Help, migration",en,No,,,,,,,,,,,,,,,,0.95015 1 1.08826,2024:04:17 08:52:40Z,,application/pdf,,,,,,,10,,UseOutlines,1,1.4,,,,Apple Computer Inc.,Apache FOP Version 2.6,Display Device Profile,Little CMS,"XYZ ","no copyright, use freely",Little CMS,2004:08:13 12:18:06,sRGB,acsp,7fb30d688bf82d32a0e748daf3dba95d,2.3.0,0.43585 0.22238 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Expert Help - Help Panels for Expert Help,,,,,,,,,,,,,,,
eks-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:42:56-04:00,2024:04:17 20:42:56-04:00,2024:04:17 20:42:56-04:00,eks-api.pdf,-rw-r--r--,252 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
elb-v2-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:57-04:00,2024:04:17 20:43:57-04:00,2024:04:17 20:43:57-04:00,elb-v2-api.pdf,-rw-r--r--,272 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
elemental_conductor_file_upgrade_guide_2.16.pdf,,,,,,,,,,,,AWS,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,"Not Embedded, Independent","RGB ",,,0.9642 1 0.82491,,2021:10:14 21:29:31Z,AWS,,,ZonBook XSL Stylesheets with Apache FOP,,2021:10:14 21:29:31Z,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.57,,2024:04:17 20:44:09-04:00,2024:04:17 20:44:10-04:00,2024:04:17 20:44:10-04:00,elemental_conductor_file_upgrade_guide_2.16.pdf,-rw-r--r--,372 kB,PDF,pdf,,,,,,,,,application/pdf,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,en,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2021:10:14 21:29:31Z,,application/pdf,,,,,,,34,,UseOutlines,,1.4,,,,Apple Computer Inc.,Apache FOP Version 2.1,Display Device Profile,Little CMS,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Little CMS,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,AWS Elemental Conductor File - Upgrade Guide,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
elemental_server_install_guide_2.16.pdf,,,,,,,,,,,,AWS,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,"Not Embedded, Independent","RGB ",,,0.9642 1 0.82491,,2020:10:09 07:51:22Z,AWS,,,ZonBook XSL Stylesheets with Apache FOP,,2020:10:09 07:51:22Z,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.57,,2024:04:17 20:43:49-04:00,2024:04:17 20:43:49-04:00,2024:04:17 20:43:49-04:00,elemental_server_install_guide_2.16.pdf,-rw-r--r--,671 kB,PDF,pdf,,,,,,,,,application/pdf,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,en,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2020:10:09 07:51:22Z,,application/pdf,,,,,,,39,,UseOutlines,,1.4,,,,Apple Computer Inc.,Apache FOP Version 2.1,Display Device Profile,Little CMS,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Little CMS,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,AWS Elemental Server - Installation Guide,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
elemental_server_user_guide_2.16.pdf,,,,,,,,,,,,AWS,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,"Not Embedded, Independent","RGB ",,,0.9642 1 0.82491,,2021:10:16 04:46:07Z,AWS,,,ZonBook XSL Stylesheets with Apache FOP,,2021:10:16 04:46:07Z,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.57,,2024:04:17 20:44:08-04:00,2024:04:17 20:44:09-04:00,2024:04:17 20:44:09-04:00,elemental_server_user_guide_2.16.pdf,-rw-r--r--,4.2 MB,PDF,pdf,,,,,,,,,application/pdf,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,en,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2021:10:16 04:46:07Z,,application/pdf,,,,,,,204,,UseOutlines,,1.4,,,,Apple Computer Inc.,Apache FOP Version 2.1,Display Device Profile,Little CMS,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Little CMS,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,AWS Elemental Server - User Guide,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
emr-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:08-04:00,2024:04:17 20:43:08-04:00,2024:04:17 20:43:08-04:00,emr-api.pdf,-rw-r--r--,252 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
entityresolution-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:45-04:00,2024:04:17 20:43:45-04:00,2024:04:17 20:43:45-04:00,entityresolution-api.pdf,-rw-r--r--,278 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
Equativ-Success-Story-Q1-23.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023:03:29 12:30:14-04:00,Adobe InDesign 18.0 (Windows),,,Adobe InDesign 18.0 (Windows),,,xmp.did:4fec3622-8a1d-4827-a6ce-e513cdc869ec,xmp.iid:4fec3622-8a1d-4827-a6ce-e513cdc869ec,xmp.did:4684d087-c372-4a8a-bfbd-982bd33792f8,default,,,,,,,.,xmp.id:2b007b8a-75fa-5b42-a37c-18f667ceb3b5,,12.57,,2024:04:17 20:44:57-04:00,2024:04:17 20:44:57-04:00,2024:04:17 20:44:57-04:00,Equativ-Success-Story-Q1-23.pdf,-rw-r--r--,136 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.0 (Windows),2023:03:29 12:30:14-04:00,,,,uuid:ffb9cb4c-83cf-4cb0-a53e-61f3ec424aca,,en-US,Yes,,,,,,,,,,,,,,,,,2023:03:29 12:30:14-04:00,,application/pdf,,2023:03:29 12:30:14-04:00,,,,xmp.did:4684d087-c372-4a8a-bfbd-982bd33792f8,1,,,,1.4,,,,,Adobe PDF Library 17.0,,,,,,,,,,,,,,proof:pdf,,,,2659695173,Amazon Ember,OpenType - TT,2659695173,--,,0,AmazonEmber-Bold,0.002,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 8.0-c001 79.328f76e, 2022/08/01-19:10:29        ",
eventbridge-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:26-04:00,2024:04:17 20:43:26-04:00,2024:04:17 20:43:26-04:00,eventbridge-api.pdf,-rw-r--r--,268 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
FinServ%20roundtable%20invitation.pdf,,,,,,,,,,,,"Shaughnessy, Nicolette",,,,,,,,,,,,,,,,,,2020:10:20 10:36:08-04:00,"Shaughnessy, Nicolette",,,Microsoft® Word 2016,,,,,,,,,,,,,.,uuid:0a3fc2ff-a36a-45b3-b3e5-eb1ceb0b087a,,12.57,,2024:04:17 20:44:56-04:00,2024:04:17 20:44:56-04:00,2024:04:17 20:44:56-04:00,FinServ%20roundtable%20invitation.pdf,-rw-r--r--,436 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,uuid:19766153-2783-47a1-8358-6cb43829c289,,en-US,Yes,,,,,,,,,,,,,,,,,2020:10:21 11:09:55-07:00,,application/pdf,,2020:10:21 11:09:55-07:00,,,,,1,,,,1.5,,,,,Microsoft® Word 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
firehose-apiref.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:00-04:00,2024:04:17 20:43:00-04:00,2024:04:17 20:43:00-04:00,firehose-apiref.pdf,-rw-r--r--,265 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
