SourceFile,Author,BoundingBox,ColorMode,ContainerVersion,CreateDate,Creator,CreatorSubTool,CreatorTool,CreatorVersion,DateCreated,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Directory,DocChangeCount,DocumentID,Encryption,Error,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,InstanceID,Language,Linearized,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MetadataDate,MIMEType,ModifyDate,NPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,PDFVersion,PlateNames,Producer,RenditionClass,StartupProfile,Subject,SwatchColorantA,SwatchColorantB,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantL,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,UserAccess,VersionID,Warning,XMPToolkit
AQUAPHONICS_AQ10_AQ11_User_Guide.pdf,,,,,2017:05:01 12:19:40-06:00,Adobe InDesign CC 2015 (Macintosh),,Adobe InDesign CC 2015 (Macintosh),,,xmp.did:47e5763a-9199-43db-9e25-ca39cb0a1acf,xmp.iid:ac96e376-044d-4fbf-b312-8d18b7201b39,xmp.did:812d8489-78fc-4f9c-bf3a-3b5148a2bd2f,default,.,,xmp.id:3c9ba807-1d43-47b3-8634-349d147fc35f,,,10.80,2024:04:18 13:11:28-04:00,2024:04:18 13:11:30-04:00,2024:04:18 13:11:30-04:00,AQUAPHONICS_AQ10_AQ11_User_Guide.pdf,rw-r--r--,33 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2015 (Macintosh),2017:05:01 12:19:40-06:00,uuid:fde24f67-6e4a-ee4b-852b-1eecf451850a,,Yes,,,,2017:05:01 12:19:44-06:00,application/pdf,2017:05:01 12:19:44-06:00,,xmp.did:812d8489-78fc-4f9c-bf3a-3b5148a2bd2f,36,,,,,,,,1.7,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c111 79.158366, 2015/09/25-01:12:00        "
AQUAPHONICS_AQ9_User_Guide.pdf,,,,,2017:05:01 12:12:48-06:00,Adobe InDesign CC 2015 (Macintosh),,Adobe InDesign CC 2015 (Macintosh),,,xmp.did:fbbd9935-a394-4346-b39f-84de1e8fdeb7,xmp.iid:58fb8877-90f4-4cc4-99f1-35a7dc50edfa,xmp.did:812d8489-78fc-4f9c-bf3a-3b5148a2bd2f,default,.,,xmp.id:d1bef1af-ed2c-41b8-b5e3-0ef61268a468,,,10.80,2024:04:18 13:11:33-04:00,2024:04:18 13:11:34-04:00,2024:04:18 13:11:34-04:00,AQUAPHONICS_AQ9_User_Guide.pdf,rw-r--r--,268 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2015 (Macintosh),2017:05:01 12:12:48-06:00,uuid:85637153-9188-2a42-8750-0b353e112a2f,,Yes,,,,2017:05:01 12:12:50-06:00,application/pdf,2017:05:01 12:12:50-06:00,,xmp.did:812d8489-78fc-4f9c-bf3a-3b5148a2bd2f,34,,,,,,,,1.7,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c111 79.158366, 2015/09/25-01:12:00        "
Aquaphonics_Website_Regulatory_and_Safety_Section.pdf,,,,,2017:06:12 21:02:18Z,Word,,,,,,,,,.,,,,,10.80,2024:04:18 13:11:32-04:00,2024:04:18 13:11:32-04:00,2024:04:18 13:11:32-04:00,Aquaphonics_Website_Regulatory_and_Safety_Section.pdf,rw-r--r--,89 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,No,,,,,application/pdf,2017:06:12 21:02:18Z,,,5,,,,,,,,1.3,,Mac OS X 10.10.5 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - Aquaphonics Website Regulatory and Safety Section rev 4.docx,,,,,
Bluetooth%2BAudio%2BAdaptor%2BUser%2BGuide.pdf,,,,,2016:12:12 10:02:51-07:00,Adobe InDesign CC 2017 (Macintosh),,Adobe InDesign CC 2017 (Macintosh),,,xmp.did:9ef861ec-c4fc-467f-b583-1be9d6917765,xmp.iid:ccd26b0b-4ad2-47cf-adc8-b7f3199c9f6d,xmp.did:8afa6913-5b4b-4572-84df-f0678e4674d3,default,.,,xmp.id:903cdebd-1b67-4a9c-92c5-1f0b6a47c771,,,10.80,2024:04:18 13:12:03-04:00,2024:04:18 13:12:03-04:00,2024:04:18 13:12:03-04:00,Bluetooth%2BAudio%2BAdaptor%2BUser%2BGuide.pdf,rw-r--r--,61 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2016:12:12 10:02:51-07:00,uuid:0a3fbc24-0d58-d447-9b75-aa3289202222,en-US,Yes,,,,2016:12:12 10:02:51-07:00,application/pdf,2016:12:12 10:02:51-07:00,,xmp.did:8afa6913-5b4b-4572-84df-f0678e4674d3,2,,,,,,,,1.4,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.6-c137 79.159768, 2016/08/11-13:24:42        "
Bluetooth%2BEarphones%2BUser%2BGuide.pdf,,,,,2016:12:12 10:30:36-07:00,Adobe InDesign CC 2017 (Macintosh),,Adobe InDesign CC 2017 (Macintosh),,,xmp.did:d583e2aa-dfad-424d-bec7-8fb6eb1360c4,xmp.iid:7e8bdbf8-7a87-4156-9b25-3c86f7750f2d,xmp.did:8afa6913-5b4b-4572-84df-f0678e4674d3,default,.,,xmp.id:028c942e-9bad-46ff-93dc-639811f8f643,,,10.80,2024:04:18 13:11:57-04:00,2024:04:18 13:11:57-04:00,2024:04:18 13:11:57-04:00,Bluetooth%2BEarphones%2BUser%2BGuide.pdf,rw-r--r--,73 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2016:12:12 10:30:36-07:00,uuid:0032e7cd-2706-354a-9dd9-c93c359e8e09,en-US,Yes,,,,2016:12:12 10:30:36-07:00,application/pdf,2016:12:12 10:30:36-07:00,,xmp.did:8afa6913-5b4b-4572-84df-f0678e4674d3,3,,,,,,,,1.4,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.6-c137 79.159768, 2016/08/11-13:24:42        "
Bumper_Band_Bundle_Pack_installation-guide.pdf,,,,,2023:08:17 11:59:32-06:00,Adobe InDesign 18.0 (Macintosh),,Adobe InDesign 18.0 (Macintosh),,,xmp.did:937d7865-75a4-4f32-8265-b99b21ba8704,xmp.iid:8f3760e0-c583-4727-81a6-3de0726152e2,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:ef57cc38-adc2-4257-b099-9cd2516b1ce7,,,10.80,2024:04:18 13:11:56-04:00,2024:04:18 13:11:57-04:00,2024:04:18 13:11:57-04:00,Bumper_Band_Bundle_Pack_installation-guide.pdf,rw-r--r--,278 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.0 (Macintosh),2023:08:17 11:59:32-06:00,uuid:7c938b4a-bfd4-a34a-a9a7-812d1c89689b,en-US,Yes,,,,2023:08:17 11:59:33-06:00,application/pdf,2023:08:17 11:59:33-06:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,2,,,,,,,,1.4,,Adobe PDF Library 17.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 8.0-c001 79.328f76e, 2022/08/01-19:10:29        "
Car%2BCharger%2BDeclaration%2Bof%2BConformity.pdf,,,,,2016:11:17 08:58:01-07:00,Xerox WorkCentre 7845,,Xerox WorkCentre 7845,,,,,,,.,,uuid:02afbc7d-37f4-4d3d-9d45-1de0b658bb18,,,10.80,2024:04:18 13:12:06-04:00,2024:04:18 13:12:06-04:00,2024:04:18 13:12:06-04:00,Car%2BCharger%2BDeclaration%2Bof%2BConformity.pdf,rw-r--r--,30 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,uuid:08d213b2-0136-4755-bcd9-1e311badec48,,Yes,,,,2016:11:17 09:41:08-07:00,application/pdf,2016:11:17 09:41:08-07:00,,,1,,,,,,,,1.5,,Xerox WorkCentre 7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
CaseStudy_Windsor-Severence-Fire-2%5B1%5D.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:18-04:00,2024:04:18 13:11:18-04:00,2024:04:18 13:11:18-04:00,CaseStudy_Windsor-Severence-Fire-2%5B1%5D.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+Frontline+Energy.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:14-04:00,2024:04:18 13:11:14-04:00,2024:04:18 13:11:14-04:00,CAS+Frontline+Energy.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+Georgia+Jet_iPad.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:14-04:00,2024:04:18 13:11:14-04:00,2024:04:18 13:11:14-04:00,CAS+Georgia+Jet_iPad.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+Growing+business+efficiency.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:15-04:00,2024:04:18 13:11:15-04:00,2024:04:18 13:11:15-04:00,CAS+Growing+business+efficiency.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+OtterBox+Empowering+Education.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:15-04:00,2024:04:18 13:11:15-04:00,2024:04:18 13:11:15-04:00,CAS+OtterBox+Empowering+Education.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+OtterBox+Mobile+Protection+Changing+The+game.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:18-04:00,2024:04:18 13:11:18-04:00,2024:04:18 13:11:18-04:00,CAS+OtterBox+Mobile+Protection+Changing+The+game.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+OtterBox+Provides+High+Performance.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:16-04:00,2024:04:18 13:11:16-04:00,2024:04:18 13:11:16-04:00,CAS+OtterBox+Provides+High+Performance.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS+Whole+Foods+iPad+Defender+Final.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:18-04:00,2024:04:18 13:11:18-04:00,2024:04:18 13:11:18-04:00,CAS+Whole+Foods+iPad+Defender+Final.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defender_Pro_Tablet_Instructions.pdf,,,,,2022:09:29 07:52:25-06:00,Adobe InDesign 17.0 (Macintosh),,Adobe InDesign 17.0 (Macintosh),,,xmp.did:8acb78b2-e158-42bb-90fb-a4eef3d51409,xmp.iid:03c56af0-b0cd-4ef4-86ef-e3f4cdbd9e19,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:ad1cd114-65fa-4e23-8f68-262b16bdca22,,,10.80,2024:04:18 13:11:42-04:00,2024:04:18 13:11:42-04:00,2024:04:18 13:11:42-04:00,Defender_Pro_Tablet_Instructions.pdf,rw-r--r--,391 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.0 (Macintosh),2022:09:29 07:52:25-06:00,uuid:bac1d1af-640c-d148-b773-d481eb46a2f8,en-US,Yes,,,,2022:09:29 07:52:28-06:00,application/pdf,2022:09:29 07:52:28-06:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,2,,,,,,,,1.4,,Adobe PDF Library 16.0.3,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        "
Defender_Series_Phone_Instructions.pdf,,,,,2022:09:29 07:58:56-06:00,Adobe InDesign 17.0 (Macintosh),,Adobe InDesign 17.0 (Macintosh),,,xmp.did:a00b287d-8782-42ac-8069-b1093230957e,xmp.iid:ea9b175f-105f-486e-8b68-9498f19a8bc1,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:725e8e9d-f998-4863-8f25-a4f88d40656f,,,10.80,2024:04:18 13:11:48-04:00,2024:04:18 13:11:48-04:00,2024:04:18 13:11:48-04:00,Defender_Series_Phone_Instructions.pdf,rw-r--r--,213 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.0 (Macintosh),2022:09:29 07:58:56-06:00,uuid:a7d5e30e-e3b2-ff42-8705-1a2d9575d373,en-US,Yes,,,,2022:09:29 07:58:57-06:00,application/pdf,2022:09:29 07:58:57-06:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,1,,,,,,,,1.4,,Adobe PDF Library 16.0.3,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        "
Defender_Series_Pro_Phone_Instructions.pdf,,,,,2022:09:29 08:02:53-06:00,Adobe InDesign 17.0 (Macintosh),,Adobe InDesign 17.0 (Macintosh),,,xmp.did:23b7e83b-dc6d-436c-be1d-47bff613c63b,xmp.iid:839802cd-13ca-4739-9692-8df1d7a26a6f,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:b85a87ef-5ec8-400b-b320-355fcba55bf3,,,10.80,2024:04:18 13:11:45-04:00,2024:04:18 13:11:45-04:00,2024:04:18 13:11:45-04:00,Defender_Series_Pro_Phone_Instructions.pdf,rw-r--r--,213 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.0 (Macintosh),2022:09:29 08:02:53-06:00,uuid:ff4458b0-ac1b-a74c-9114-5aabffadc2e9,en-US,Yes,,,,2022:09:29 08:02:55-06:00,application/pdf,2022:09:29 08:02:55-06:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,1,,,,,,,,1.4,,Adobe PDF Library 16.0.3,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        "
Defender_Series_Tablet_Instructions.pdf,,,,,2022:09:29 08:06:14-06:00,Adobe InDesign 17.0 (Macintosh),,Adobe InDesign 17.0 (Macintosh),,,xmp.did:7085e7ac-d5b0-4050-a08f-2400adc3fa70,xmp.iid:485500a2-e8b1-4cf8-8e52-27bddbe220be,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:2c7a1ce4-e4fd-47bf-914e-f65909232a83,,,10.80,2024:04:18 13:11:43-04:00,2024:04:18 13:11:43-04:00,2024:04:18 13:11:43-04:00,Defender_Series_Tablet_Instructions.pdf,rw-r--r--,393 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.0 (Macintosh),2022:09:29 08:06:14-06:00,uuid:b8318fe9-cfe5-2c45-9335-03ec26163b48,en-US,Yes,,,,2022:09:29 08:06:20-06:00,application/pdf,2022:09:29 08:06:20-06:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,2,,,,,,,,1.4,,Adobe PDF Library 16.0.3,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        "
DroidMaxx2-MotoXPlay_FRE_ALL_LANG_MANUAL_REV001.pdf,,,,,2015:10:05 14:47:53-06:00,Adobe InDesign CC 2014 (Macintosh),,Adobe InDesign CC 2014 (Macintosh),,,xmp.did:1efdedbe-695d-4a13-a926-1b5e371cbee1,xmp.iid:34ca3934-5fb2-47bd-bc91-ada8c011a2fe,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:bb7f26f2-000f-477b-b6e4-c4beeaa1ea36,,,10.80,2024:04:18 13:11:35-04:00,2024:04:18 13:11:35-04:00,2024:04:18 13:11:35-04:00,DroidMaxx2-MotoXPlay_FRE_ALL_LANG_MANUAL_REV001.pdf,rw-r--r--,2045 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2014 (Macintosh),2015:10:05 14:47:53-06:00,uuid:759e5ca0-6beb-7940-aaeb-46dec27036b9,,Yes,,,,2015:10:05 14:47:57-06:00,application/pdf,2015:10:05 14:47:57-06:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,37,,,,,,,,1.5,,Adobe PDF Library 11.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c014 79.156797, 2014/08/20-09:53:02        "
EasyGrabCase_CaseStand_InstallationInstructions.pdf,,,,,2021:03:18 18:01:54-06:00,Adobe InDesign 16.1 (Macintosh),,Adobe InDesign 16.1 (Macintosh),,,xmp.did:ef8bbe78-6366-4c95-b21a-8fb0ddd48968,xmp.iid:e45077d5-fc5e-4a14-a3ad-95939997510c,xmp.did:82d5cd23-d8ba-42f2-90af-4491b2103d31,default,.,,xmp.id:c8bb49f8-da5d-4e5d-b8ef-03cb26f0ea57,,,10.80,2024:04:18 13:11:37-04:00,2024:04:18 13:11:38-04:00,2024:04:18 13:11:38-04:00,EasyGrabCase_CaseStand_InstallationInstructions.pdf,rw-r--r--,792 kB,PDF,pdf,,,,,,,,,application/pdf,PDF/X-1a:2001,PDF/X-1:2001,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 16.1 (Macintosh),2021:03:18 18:01:54-06:00,uuid:1d61abb8-327d-7746-b08f-e8b2b05460af,en-US,Yes,,,,2021:04:06 09:27:56-06:00,application/pdf,2021:04:06 09:27:56-06:00,,xmp.did:82d5cd23-d8ba-42f2-90af-4491b2103d31,1,,,,,,,,1.3,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,OB3145_Kids Install.indd,False,,1,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        "
fre-google-pixel-install-guide.pdf,,,,,2017:03:03 13:44:32-07:00,Adobe InDesign CC 2017 (Macintosh),,Adobe InDesign CC 2017 (Macintosh),,,xmp.did:b5609e83-87a4-45e8-aadc-dd05a923ccbf,xmp.iid:b5609e83-87a4-45e8-aadc-dd05a923ccbf,xmp.did:8afa6913-5b4b-4572-84df-f0678e4674d3,default,.,,xmp.id:a6dc0343-6ab2-4754-b95b-2272f7b8ac54,,,10.80,2024:04:18 13:11:49-04:00,2024:04:18 13:11:49-04:00,2024:04:18 13:11:49-04:00,fre-google-pixel-install-guide.pdf,rw-r--r--,1521 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2017:03:03 13:44:32-07:00,uuid:89edd8a6-8394-c346-8c9e-3f6e00d9104b,en-US,Yes,,,,2017:03:03 13:45:01-07:00,application/pdf,2017:03:03 13:45:01-07:00,,xmp.did:8afa6913-5b4b-4572-84df-f0678e4674d3,13,,,,,,,,1.4,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.6-c137 79.159768, 2016/08/11-13:24:42        "
FRE_iPhone11_Web_Instructions.pdf,,154 -1683 751 38,,11,2019:05:24 08:40:46-06:00,Adobe Illustrator CC 23.0 (Macintosh),,Adobe Illustrator CC 23.0 (Macintosh),23,,xmp.did:d23946ea-e8e7-4b3c-8fbe-8b5b908c155d,uuid:1caff98c-e5b7-0740-81ac-606392d53238,uuid:5D20892493BFDB11914A8590D31508C8,proof:pdf,.,,xmp.did:f23751f7-93c8-479c-b5db-b148074c9a8e,,,10.80,2024:04:18 13:11:26-04:00,2024:04:18 13:11:26-04:00,2024:04:18 13:11:26-04:00,FRE_iPhone11_Web_Instructions.pdf,rw-r--r--,1327 kB,PDF,pdf,"False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","Regular, R, Light, Bold, Regular, Regular, Regular, Italic, Regular, Italic, Regular, Light, Regular, Bold, Regular","Adobe Hebrew, AXIS Std, 思源黑体 CN, 나눔고딕, 화강중고딕체, Avenir Next Condensed, Core Sans D 37 Cn Regular, Core Sans D 37 Cn Regular, Core Sans D 47 Cn Medium, Core Sans D 47 Cn Medium, Core Sans D 57 Cn Bold, Helvetica, Helvetica, Helvetica, Myriad Pro","AdobeHebrew-Regular.otf, AxisStd-Regular.otf, .23608.otf, NanumGothic.ttc, DFHEIMD.TTF, Avenir Next Condensed.ttc, S-Core - CoreSansD37CnRegular.otf, S-Core - CoreSansD37CnRegular-Italic.otf, S-Core - CoreSansD47CnMedium.otf, S-Core - CoreSansD47CnMedium-Italic.otf, S-Core - CoreSansD57CnBold.otf, Helvetica.ttc, Helvetica.ttc, Helvetica.ttc, MyriadPro-Regular.otf","AdobeHebrew-Regular, AxisStd-Regular, SourceHanSansCN-Light, NanumGothicBold, DFKGothic-Md-WIN, AvenirNextCondensed-Regular, CoreSansD37CnRegular, CoreSansD37CnRegular-Italic, CoreSansD47CnMedium, CoreSansD47CnMedium-Italic, CoreSansD57CnBold, Helvetica-Light, Helvetica, Helvetica-Bold, MyriadPro-Regular","Open Type, Open Type, Open Type, TrueType, TrueType, TrueType, Open Type, Open Type, Open Type, Open Type, Open Type, TrueType, TrueType, TrueType, Open Type","Version 1.061, Version 1.111;PS 1;Core 1.0.35;makeotf.lib1.5.4750, Version 2.000;hotconv 1.0.107;makeotfexe 2.5.65593, 13.0d1e3, Version 3.00, 13.0d1e10, Version 1.000, Version 1.000, Version 1.000, Version 1.000, Version 1.000, 13.0d1e1, 13.0d1e1, 13.0d1e1, Version 2.106;PS 2.000;hotconv 1.0.70;makeotf.lib2.5.58329","Allison Rowell, ",application/pdf,,,False,False,No,"saved, saved","/, /","xmp.iid:b4deecd4-627c-47d9-b152-5d6d1b1bd3ea, xmp.iid:f23751f7-93c8-479c-b5db-b148074c9a8e",,"Adobe Illustrator CC 2015 (Macintosh), Adobe Illustrator CC 23.0 (Macintosh)","2015:08:10 14:06:17-06:00, 2019:05:24 08:40:42-06:00",uuid:f14df82e-ea53-db41-a23f-f8efcf1a1ec6,,Yes,12.000000,Inches,10.000000,2019:12:18 15:43:44-07:00,application/pdf,2019:12:18 15:43:44-07:00,1,uuid:5D20892493BFDB11914A8590D31508C8,2,,,,,,,,1.5,"Cyan, Magenta, Yellow, Black, PANTONE 2199 C, PANTONE 424 C",Adobe PDF library 15.00,proof:pdf,Print,,"-37, -1, -1, -37, -37, -37, -37, -37, -1, -1, -1, -1","-32, 0, 0, -32, -32, -32, -32, -32, 0, 0, 0, 0","0.000000, 0.000000, 100.000000, 50.000000, 100.000000, 0.000000",,"6.182956, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000",,"67.720001, 47.843136, 47.843136, 67.720001, 67.720001, 67.720001, 67.720001, 67.720001, 47.843136, 47.843136, 47.843136, 47.843136","0.000000, 99.328601, 0.000000, 0.000000, 0.000000, 0.000000","CMYK, CMYK, CMYK, CMYK, CMYK, CMYK, Lab, Lab, Lab, Lab, Lab, Lab, Lab, Lab, Lab, Lab, Lab, Lab",,"Folds, Dielines, C=0 M=0 Y=0 K=100, K=50, BLACK, WHITE, PANTONE 2199 C, PANTONE 424 C, PANTONE 424 C, PANTONE 2199 C, PANTONE 2199 C, PANTONE 2199 C, PANTONE 2199 C, PANTONE 2199 C, PANTONE 424 C, PANTONE 424 C, PANTONE 424 C, PANTONE 424 C","100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 80.000000, 100.000000, 10.000002, 19.999999, 50.000000, 75.000000, 100.000000, 30.000001, 50.000000, 75.000000","PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT, SPOT","96.548408, 100.000000, 0.000000, 0.000000, 0.000000, 0.000000","Default Swatch Group, WHITE, COPY-PANTONES, ILLUSTRATIONS-blue, ILLUSTRATIONS-gray","0, 1, 1, 1, 1",,JPEG,256,(Binary data 9189 bytes),92,20-54477_B,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
FRE-iPhone-7-7-Plus.pdf,,,,,2016:07:20 11:29:54-06:00,Adobe InDesign CC 2015 (Macintosh),,Adobe InDesign CC 2015 (Macintosh),,,xmp.did:f0f50b95-f956-4d36-824d-aa212a08848d,xmp.iid:59019b11-13a6-4803-a183-23a7ac8aa5b3,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:8b779abc-681d-4cad-a804-3efc9cd41725,,,10.80,2024:04:18 13:11:46-04:00,2024:04:18 13:11:46-04:00,2024:04:18 13:11:46-04:00,FRE-iPhone-7-7-Plus.pdf,rw-r--r--,4.6 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2015 (Macintosh),2016:07:20 11:29:54-06:00,uuid:44022942-1d6d-d542-9828-6352170f53e4,en-US,No,,,,2016:07:20 11:29:58-06:00,application/pdf,2016:07:20 11:29:58-06:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,74,,,,,,,,1.5,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c123 79.158978, 2016/02/13-01:11:19        "
