SourceFile,About,AggregationType,AnnotationUsageRights,AppleKeywords,Author,BlueMatrixColumn,BlueTRC,CMMFlags,ColorSpaceData,Comments,Company,Composite,ConnectionSpaceIlluminant,Copyright,CoverDate,CoverDisplayDate,Created,CreateDate,CreationDate,CreationDate--Text,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossmarkMajorVersionDate,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DerivedFromVersionID,Description,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,DOI,Encryption,EndingPage,EPSprocessor,ExifToolVersion,FaceName,FamilyName,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontType,Format,GrammarlyDocumentId,GrayTRC,GreenMatrixColumn,GreenTRC,HasXFA,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,Journal_article_version,Keywords,Language,LastSaved,Library,Linearized,LineCount,Luminance,LXLf8mgiRzeQnt6Gn92MncNNnt7-lt_neGogqOndqLy939zweOo9ePmMaOmdqPnM6Tma,MajorVersionDate,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceInstanceID,Marked,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,ModifyDate,Newlines,Number,OriginalDocumentID,PageCount,PageLayout,PageMode,PageRange,PDFVersion,PostscriptName,PrimaryPlatform,Producer,ProfileBlob,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,Session0020Id,Session_Id,SigningAuthority,SigningDate,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartingPage,State,Subject,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,URL,UserAccess,Username,Version,VersionID,VersionString,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,WordCount,XMPToolkit,XPressPrivate
CavendishMatter.pdf,,,,,,,,,,,,,,,,,,2022:07:02 18:18:09Z,,,Word,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:44-04:00,2024:04:16 12:57:44-04:00,CavendishMatter.pdf,-rw-r--r--,521 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2022:07:02 18:18:09Z,,,,50,,,,1.3,,,Mac OS X 10.12.6 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CavendishMatter,,,,,,,,,,,,,,,,,
cervical_discography.pdf,,,,,Margaret Kowaluk,,,,,,,,,,,,,2011:07:20 15:44:02Z,,,Margaret Kowaluk,Microsoft PowerPoint,,,,,,,,,,,,,,,,,.,uuid:eeb1ef9e-f835-4542-8e83-c07fe615ba1b,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:58:01-04:00,2024:04:16 12:58:01-04:00,cervical_discography.pdf,-rw-r--r--,1368 kB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,uuid:e2e54fda-a82b-e845-9386-fd2ac54ac742,,,,,,,No,,,,,,,,,,,,,,,,,,,2012:01:09 14:07:33-05:00,,application/pdf,,2012:01:09 14:07:33-05:00,,,,35,,,,1.6,,,Adobe Mac PDF Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cervical_Discography.ppt,,,,"Print, Extract",,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        ",
cham.pdf,,,,,,,,,,,,,,,,,,1999:08:09 10:44:33Z,,,,,,,,,,,,,,,,,,,,,.,uuid:472b3c44-73c6-c549-89b1-6400c94013a1,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 12:59:42-04:00,2024:04:16 12:58:03-04:00,2024:04:16 12:58:03-04:00,cham.pdf,-rw-r--r--,4.6 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:52445937-187d-3c4b-84e3-681619507888,,,,,,,No,,,,,,,,,,,,,,,,,,,2012:01:09 12:45:26-05:00,,application/pdf,,2012:01:09 12:45:26-05:00,,,,30,,,,1.6,,,Acrobat Distiller 4.0 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Print, Extract",,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        ",
Charniak_91.pdf,,,,,,,,,,,,,,,,,,1996:01:12 22:47:29,,,,,,,,,,,,,,,,,,,,,.,,,Standard V1.2 (40-bit),,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:13-04:00,2024:04:16 12:57:13-04:00,Charniak_91.pdf,-rw-r--r--,265 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,1997:01:12 16:28:55,,,,15,,,,1.2,,,Acrobat Distiller 2.1 for Power Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Print, Copy, Annotate, Fill forms, Extract, Assemble, Print high-res",,,,,,,,,,,,,
ClassIIBiosafetyCabinets.pdf,,,,,,,,"Not Embedded, Independent",GRAY,,,,0.9642 1 0.82491,,,,,2022:02:25 16:43:16,,,PDFium,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",none,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:11-04:00,2024:04:16 12:58:11-04:00,ClassIIBiosafetyCabinets.pdf,-rw-r--r--,681 kB,PDF,pdf,,,,"(Binary data 14 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0 0 0,0.9505 1 1.0891,,,application/pdf,,,,,,11,,,,1.7,,Apple Computer Inc.,PDFium,,Display Device Profile,Adobe Systems Inc.,"XYZ ",Copyright 1999 Adobe Systems Incorporated,Adobe Systems Inc.,1999:06:03 00:00:00,Gray Gamma 2.2,acsp,0,2.1.0,,,,,,,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparing_visual_representations_2018.pdf,,,,,Robert A. Jacobs and Christopher J. Bates,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2019:02:01 10:01:37+05:30,,,Adobe InDesign CS5.5 (7.5),,true,journals.sagepub.com,,2018-11-27,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,10.1177/0963721418801342,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:35-04:00,2024:04:16 12:57:35-04:00,comparing_visual_representations_2018.pdf,-rw-r--r--,344 kB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,doi:10.1177/0963721418801342,,,,,,,"perception, vision, artificial intelligence, deep neural networks",,,,No,,76.03647 80 87.12462,,2018-11-27,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,application/pdf,,2020:04:27 08:14:34-07:00,,,,6,,,,1.4,,Microsoft Corporation,Adobe PDF Library 9.9; modified using iText 4.2.0 by 1T3XT,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,Curr Dir Psychol Sci 2019.28:34-39,,Cathode Ray Tube Display,,,,,Comparing the Visual Representations and Performance of Humans and Deep Neural Networks,,False,https://doi.org/10.1177/0963721418801342,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
compl_ConsultingAgreementTemplate.pdf,uuid:7490e9ff-71c1-467a-bdac-a2731829e14c,,,,kernst,,,,,,,,,,,,,2006:06:22 14:09:08-04:00,,,kernst,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,.,uuid:b257787d-0d0d-4a08-b903-1b983c9daf62,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:03-04:00,2024:04:16 12:58:03-04:00,compl_ConsultingAgreementTemplate.pdf,-rw-r--r--,28 kB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,2006:06:22 14:11:44-04:00,,application/pdf,,2006:06:22 14:11:44-04:00,,,,7,,,,1.5,,,Acrobat Distiller 6.0.1 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - Consulting_Agreement_Template.doc,,,,,,,,,,,,,,,,"XMP toolkit 2.9.1-14, framework 1.6",
compressedgascylindersafety.pdf,,,,,cpokora,,,,,,,,,,,,,2014:06:05 16:51:58,,,Microsoft® Office Word 2007,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:29-04:00,2024:04:16 12:57:29-04:00,compressedgascylindersafety.pdf,-rw-r--r--,190 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,en-US,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2014:06:05 16:51:58,,,,2,,,,1.5,,,Microsoft® Office Word 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
confinedspacesprogram.pdf,,,,,Gregory J. Devlin,,,,,,,,,,,,,2020:10:27 17:18:23-04:00,,,Gregory J. Devlin,Microsoft® Word 2016,,,,,,,,,,,,,,,,,.,uuid:985d25fb-d88e-44f9-a2a0-888673a0619e,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:11-04:00,2024:04:16 12:58:11-04:00,confinedspacesprogram.pdf,-rw-r--r--,721 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:5c99f686-ac8d-424c-9c56-3e63d6a27849,,,,en-US,,,Yes,,,,,,,,,,,,,,,,,,,2020:10:27 17:23:43-04:00,,application/pdf,,2020:10:27 17:23:43-04:00,,,,27,,,,1.6,,,Microsoft® Word 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,University of Rochester,,,,,,,,,,,,,,,,"Adobe XMP Core 5.4-c006 80.159825, 2016/09/16-03:31:08        ",
constZK.pdf,,,,,,,,,,,,,,,,,,2009:12:16 03:56:40-05:00,,,TeX,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:49-04:00,2024:04:16 12:57:49-04:00,constZK.pdf,-rw-r--r--,278 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2009:12:16 03:56:40-05:00,,,,18,,,,1.4,,,pdfTeX-1.40.3,,,,,,,,,,,,"This is pdfTeX using libpoppler, Version 3.141592-1.40.3-2.2 (Web2C 7.5.6) kpathsea version 3.5.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
corppac.pdf,,,,,,,,,,,,,,,,,,2001:10:17 21:36:22,,,RealPage PDF Generator 1.0,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:05-04:00,2024:04:16 12:58:05-04:00,corppac.pdf,-rw-r--r--,142 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,14,,,,1.2,,,RealPage data converter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate PAC Campaign Contributions in Perspective,,,,,,,,,,,,,,,,,
Credit-Check-Authorization-Form.pdf,,,,,LOS,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2002:01:30 12:05:17-05:00,,,LOS,Acrobat PDFMaker 5.0 for Word,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,uuid:b955a69d-1345-45d1-9fc6-677b45f66962,,Standard V1.2 (40-bit),,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:15-04:00,2024:04:16 12:57:15-04:00,Credit-Check-Authorization-Form.pdf,-rw-r--r--,63 kB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,uuid:d851074c-86b9-4cbd-adf2-caa6acea1d2b,,,,,,,Yes,,76.03647 80 87.12462,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2015:02:10 14:05:24-05:00,,application/pdf,,2015:02:10 14:05:24-05:00,,,,1,,UseNone,,1.3,,Microsoft Corporation,Acrobat Distiller 5.0 (Windows),,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,Yes,Cathode Ray Tube Display,,,,,Consent to Obtain Credit Report,,,,"Print, Fill forms, Extract, Assemble, Print high-res",,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
CultureShock.pdf,,,,,Stephanie Beetle,,,"Not Embedded, Independent",GRAY,,University of Rochester,,0.9642 1 0.82491,,,,,2012:01:21 18:58:44-05:00,,,Stephanie Beetle,Acrobat PDFMaker 10.1 for Word,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",none,,,,.,uuid:8b26c7c1-220b-4a78-94e7-f9456bd05fe4,,,,,12.70,,,2024:04:16 13:05:39-04:00,2024:04:16 13:05:35-04:00,2024:04:16 12:57:36-04:00,CultureShock.pdf,-rw-r--r--,146 kB,PDF,pdf,,application/pdf,,"(Binary data 14 bytes, use -b option to extract)",,,No,,,,,,,,,,uuid:0e04d2a3-5852-4f7b-adcb-142c24b876ea,,,,,,,No,,,,,,,,,,,,,,,,,0 0 0,0.9505 1 1.0891,2012:01:21 19:01:25-05:00,,application/pdf,,2012:01:21 19:01:25-05:00,,,,2,OneColumn,,,1.5,,Apple Computer Inc.,Adobe PDF Library 10.0,,Display Device Profile,Adobe Systems Inc.,"XYZ ",Copyright 1999 Adobe Systems Incorporated,Adobe Systems Inc.,1999:06:03 00:00:00,Gray Gamma 2.2,acsp,0,2.1.0,,,,,,,Perceptual,,,,,,,,,,,,,,,D:20120121235833,,,,Yes,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
cvpr20_1.pdf,,,,,,,,,,,,,,,,,,2019:12:02 01:43:20Z,,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:05-04:00,2024:04:16 12:58:05-04:00,cvpr20_1.pdf,-rw-r--r--,8.7 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2019:12:02 01:43:20Z,,,,13,,UseNone,,1.5,,,pdfTeX-1.40.17,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.17 (TeX Live 2016) kpathsea version 6.2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
decanalreviewprotocol200805.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:13-04:00,2024:04:16 12:57:13-04:00,decanalreviewprotocol200805.pdf,-rw-r--r--,260 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,,,
DelegationsofContractSigning.pdf,,,,,,,,,,,,,,,,,,2022:07:14 16:35:50Z,,,Word,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:19-04:00,2024:04:16 12:57:19-04:00,DelegationsofContractSigning.pdf,-rw-r--r--,1769 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2022:07:14 16:35:50Z,,,,17,,,,1.4,,,macOS Version 12.4 (Build 21F79) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delegations-of-contract-signing-7-8-2022,,,,,,,,,,,,,,,,,
Edit_a_single_shift.pdf,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2020:12:01 17:27:41Z,,,Word,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:07-04:00,2024:04:16 12:58:07-04:00,Edit_a_single_shift.pdf,-rw-r--r--,143 kB,PDF,pdf,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,application/pdf,,2020:12:01 17:27:41Z,,,,3,,,,1.4,,Microsoft Corporation,macOS Version 10.15.7 (Build 19H15) Quartz PDFContext,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,Microsoft Word - Edit_a_single_shift.docx,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
effectiveworshoptips.pdf,,,,,Microsoft Office User,,,,,,,,,,,,,2019:11:26 14:49:42+00:00,,,Microsoft Office User,Microsoft Word,,,,,,,,,,,,,,,,,.,uuid:3F66E4E9-0F12-4DC4-B02B-21ADBB4EC5D1,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:41-04:00,2024:04:16 12:57:41-04:00,effectiveworshoptips.pdf,-rw-r--r--,86 kB,PDF,pdf,,,,,,,,,,,,,,,,,uuid:3F66E4E9-0F12-4DC4-B02B-21ADBB4EC5D1,,,,en-US,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2019:11:26 14:49:42+00:00,,,,5,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,3.1-701,
eichhorn.pdf,,,,,InVisible Culture,,,,,,,,,,,,,2008:05:29 23:28:43-04:00,,,Word,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:07-04:00,2024:04:16 12:58:07-04:00,eichhorn.pdf,-rw-r--r--,197 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2008:05:29 23:28:43-04:00,,,,10,,,,1.3,,,Mac OS X 10.4.8 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - eichhorn_final.doc,,,,,,,,,,,,,,,,,
ElectrophoresisBufferSolutionsandGelDisposalGuidelines.pdf,,,,,Brad Miller,,,,,,,,,,,,,2013:12:30 15:49:46-05:00,,,Microsoft® Office Word 2007,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:07-04:00,2024:04:16 12:58:07-04:00,ElectrophoresisBufferSolutionsandGelDisposalGuidelines.pdf,-rw-r--r--,104 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,en-US,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2013:12:30 15:49:46-05:00,,,,4,,,,1.5,,,Microsoft® Office Word 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,EHS Update: Disposal of Electrophoresis Gels and Solutions,,,,,,,,,,,,,,,,,
EmergencyActionPlan.pdf,,,,,Mike Liberty,,,,,,eNVIRONMENTAL HEALTH & SAFETY,,,,,,,2023:10:16 17:32:00-04:00,,,Mike Liberty,Acrobat PDFMaker 20 for Word,,,,,,,,,,,,,,,,,.,uuid:67588711-a4a8-47d6-9f78-feb4a5f08da0,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:42-04:00,2024:04:16 12:57:42-04:00,EmergencyActionPlan.pdf,-rw-r--r--,321 kB,PDF,pdf,,application/pdf,5e336b7f4753e747d449d797b77b720879625450eef1acf0c6a9af1a9091ecc4,,,,,,,,,,,,,,uuid:a0945a85-b8e4-41a4-965e-b8c71c16140e,,,,EN-US,,,Yes,,,,,,,,,,,,,,,,,,,2023:10:16 17:32:03-04:00,,application/pdf,,2023:10:16 17:32:03-04:00,,,,18,OneColumn,,,1.6,,,Adobe PDF Library 20.5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:20230906185813,,,,Yes,,,,,,University of Rochester Emergency Action Plan,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c018 91.98c2f96, 2021/06/15-20:39:32        ",
employee_schedule.pdf,,,,,syse,,,,,,University of Rochester,,,,,,,2023:12:18 08:03:19-05:00,,,syse,Acrobat PDFMaker 17 for Word,,,,,,,,,,,,,,,,,.,uuid:42d94898-765c-4adc-87fc-8e893a994d92,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:29-04:00,2024:04:16 12:57:29-04:00,employee_schedule.pdf,-rw-r--r--,141 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:b4b5da34-8ea6-4868-acc8-c4c5ea26b321,,,,EN-US,,,Yes,,,,,,,,,,,,,,,,,,,2023:12:18 08:03:21-05:00,,application/pdf,,2023:12:18 08:03:21-05:00,,,,1,OneColumn,,,1.6,,,Adobe PDF Library 17.11.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:20231218124346,,,,Yes,,,,,,ENVIRONMENTAL,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
flash_ug_devel.pdf,,,,,,,,,,,,,,,,,,2024:04:16 02:15:42-04:00,,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:58:06-04:00,2024:04:16 12:58:06-04:00,flash_ug_devel.pdf,-rw-r--r--,26 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2024:04:16 02:15:42-04:00,,,,657,,UseOutlines,,1.5,,,pdfTeX-1.40.19,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.19 (TeX Live 2018) kpathsea version 6.3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
FMFM.pdf,,,,,,,,,,,,,,,,,,3/6/2015 2:55:10 PM,,3/6/2015 2:55:10 PM,,dvips(k) 5.86d Copyright 1999 Radical Eye Software,,,,,,,,,,,,,,,,,.,uuid:07be1c58-f66d-47fe-b0de-a419ac926223,,,,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:35-04:00,2024:04:16 12:57:35-04:00,FMFM.pdf,-rw-r--r--,249 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:2c987b45-e5fd-4ea4-ad66-0e7db722e2fe,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2015:03:06 14:56:04-05:00,,application/pdf,,2015:03:06 14:56:04-05:00,,,,45,,,,1.3,,,PCTeX 6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMFM_150305.DVI,,,,,,,,,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ",
genital_hpv_infection.pdf,,,,,ebain,,,,,,,,,,,,,2011:02:03 10:38:46-05:00,,,ebain,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,.,uuid:fc49dccb-365e-4425-a27d-94bf03b28b56,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 13:07:25-04:00,2024:04:16 12:57:30-04:00,2024:04:16 12:57:30-04:00,genital_hpv_infection.pdf,-rw-r--r--,33 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:c40e3be8-19f5-46a0-b22b-ecb7b138b977,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2011:02:23 15:47:47-05:00,,application/pdf,,2011:02:23 15:47:47-05:00,,,,3,,,,1.6,,,Acrobat Distiller 10.0.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - Genital_HPV_Infection.doc,,,,"Print, Extract, Print high-res",,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
