SourceFile,AIBuildNumber,AIColorModel,AIColorUsage,AICreatorVersion,AINumLayers,AIRulerUnits,AITargetResolution,AppleKeywords,Author,BlueMatrixColumn,BlueTRC,BoundingBox,ChromaticAdaptation,CMMFlags,ColorSpaceData,ConnectionSpaceIlluminant,ContainerVersion,CreateDate,Creator,CreatorContactInfo,CreatorSubTool,CreatorTool,CreatorVersion,DerivedFrom,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,Error,ExifToolVersion,Extracted,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,GreenMatrixColumn,GreenTRC,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,ImageHeight,ImageSize,ImageWidth,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Language,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,Megapixels,MetadataDate,MIMEEncoding,MIMEType,Modified,ModifyDate,Newlines,NPages,NumPages,OriginalDocumentID,PageCount,PageLayout,PageMode,PDFVersion,Physicalheightininches,Physicalwidthininches,PlateNames,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,RedMatrixColumn,RedTRC,Referrer,Refresh,RenderingIntent,RenditionClass,Sha1,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,StartupProfile,Subject,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Warning,WordCount,XMPToolkit
Twitter_Ads_Video_Playbook.pdf,,,,,,,,,,,,,,,,,,2016:09:12 15:30:51.000Z,Keynote,,,Keynote,,,,,,,,,,,,.,,,12.70,2018:12:04 00:07:14.524Z,2024:04:16 13:54:43-04:00,2024:04:16 13:54:43-04:00,2024:04:16 13:54:43-04:00,Twitter_Ads_Video_Playbook.pdf,-rw-r--r--,12 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,2016:09:12 15:30:51.000Z,,application/pdf,2018:12:04 00:07:02.474Z,2016:09:12 15:30:51.000Z,,,35,,35,,,1.4,15.0,26.666666666666668,,,Mac OS X 10.10.5 Quartz PDFContext,,,,,,,,,,,,,,,,,,07e0485e6da7d54a4876b0e90b04ae0d9aa2af3e,12466245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twitter Ads Playbook Final.key,,,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
twitter-agency-playbook-2021.pdf,,,,,,,,,,,,,,,,,,2021:11:02 14:55:45-07:00,Adobe InDesign 17.0 (Windows),,,Adobe InDesign 17.0 (Windows),,,xmp.did:40dc48f7-3c85-4ae4-8b2d-469b8b885753,xmp.iid:b68748b7-5e60-9f47-bc7e-e6f9308fbfa9,xmp.did:35886801-9645-4878-91e2-460b6b8774db,default,,,,,,.,xmp.id:35b3a73e-7701-8e4e-b5b7-60b41b9fffd3,,12.70,,2024:04:16 13:53:16-04:00,2024:04:16 13:53:17-04:00,2024:04:16 13:53:17-04:00,twitter-agency-playbook-2021.pdf,-rw-r--r--,6.0 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.0 (Windows),2021:11:02 14:55:45-07:00,,,,,,,uuid:9fd20616-d073-44ae-890b-7650a6658388,en-US,Yes,,,,,,,,,,,,,,,,,,2021:11:02 14:56:26-07:00,,application/pdf,,2021:11:02 14:56:26-07:00,,,,xmp.did:35886801-9645-4878-91e2-460b6b8774db,36,,,1.7,,,,,Adobe PDF Library 16.0.3,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,"Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        "
Twitter_Agency_Playbook.pdf,,,,,,,,,,,,,,,,,,2019:12:02 14:16:29.000Z,Adobe InDesign 14.0 (Windows),,,Adobe InDesign 14.0 (Windows),,,xmp.did:fdd6b6c0-416c-4023-9f82-16c79258994f,xmp.iid:0fac7d67-334e-3342-9b68-8818f8a22e8a,xmp.did:35886801-9645-4878-91e2-460b6b8774db,default,,,,,,.,xmp.id:bdf0a696-7925-4c4e-8b09-0d79832a679e,,12.70,2019:12:05 17:32:52.549Z,2024:04:16 13:52:16-04:00,2024:04:16 13:52:25-04:00,2024:04:16 13:52:25-04:00,Twitter_Agency_Playbook.pdf,-rw-r--r--,5.1 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 14.0 (Windows),2019:12:02 15:16:29.000+01:00,,,,,,,uuid:3a4e6509-8c07-45c6-ac65-21aa31e2833d,en-GB,Yes,,,,,,,,,,,,,,,,,,2019:12:02 15:17:09.000+01:00,,application/pdf,2020:04:07 02:12:03.779Z,2019:12:02 14:17:09.000Z,,,30,xmp.did:35886801-9645-4878-91e2-460b6b8774db,30,,,1.7,11.0,8.5,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,,proof:pdf,eb8920e4e921867cd3a1af7be767b342b96e0555,5095088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown (false),,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
twitter-amplify.pdf,,,,,,,,,,,,,,,,,,2020:06:10 17:27:52Z,Keynote,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:52:31-04:00,2024:04:16 13:52:45-04:00,2024:04:16 13:52:45-04:00,twitter-amplify.pdf,-rw-r--r--,3.6 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,2020:06:10 17:27:52Z,,,,,13,,,1.4,,,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,twitter-amplify,,,,,,,,
twitter-brand-survey.pdf,,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,"Not Embedded, Independent","RGB ",0.9642 1 0.82491,,2020:08:21 04:43:12Z,Keynote,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.70,,2024:04:16 13:53:08-04:00,2024:04:16 13:54:45-04:00,2024:04:16 13:54:45-04:00,twitter-brand-survey.pdf,-rw-r--r--,1260 kB,PDF,pdf,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,,application/pdf,,2020:08:21 04:43:12Z,,,,,1,,,1.4,,,,Microsoft Corporation,macOS Version 10.14.6 (Build 18G6020) Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cathode Ray Tube Display,,,,,Twitter Brand Survey One Sheet - FR,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,
TwitterBusinessProTips.pdf,,,,,,,,,,,,,,,,,,2020:10:28 09:17:57+01:00,Adobe InDesign 15.0 (Macintosh),,,Adobe InDesign 15.0 (Macintosh),,,xmp.did:9ad9682c-644f-4ed3-87b0-45979803a6b7,xmp.iid:f6939495-8595-4236-919e-af84216938f3,xmp.did:768ee88c-ae14-4ec0-a515-621be700312f,default,,,,,,.,xmp.id:c9b1102d-bf7e-4791-9b31-0b3645073ad4,,12.70,,2024:04:16 13:52:40-04:00,2024:04:16 13:53:08-04:00,2024:04:16 13:53:08-04:00,TwitterBusinessProTips.pdf,-rw-r--r--,2.4 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 15.0 (Macintosh),2020:10:28 09:17:57+01:00,,,,,,,uuid:620cce00-d17f-874c-8082-6ff70287c473,ar-SA,Yes,,,,,,,,,,,,,,,,,,2020:10:28 09:17:58+01:00,,application/pdf,,2020:10:28 09:17:58+01:00,,,,xmp.did:768ee88c-ae14-4ec0-a515-621be700312f,1,,,1.4,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,"Adobe XMP Core 5.6-c148 79.164036, 2019/08/13-01:06:57        "
Twitter_Customer_Insights_LATAM.pdf,,,,,,,,,,,,,,,,,,2015:07:21 18:11:07.000Z,Adobe Illustrator CC 2014 (Macintosh),,,Adobe Illustrator CC 2014 (Macintosh),,,xmp.did:F87F1174072068118A6DCFDD78215464,uuid:aec8733a-f95d-eb44-8cdb-d00bc2d2f9b6,uuid:5D20892493BFDB11914A8590D31508C8,proof:pdf,,,,,,.,xmp.did:a3989c02-c362-4f18-a529-1c59ff080fdb,,12.70,2016:04:22 00:58:34.891Z,2024:04:16 13:52:15-04:00,2024:04:16 13:52:15-04:00,2024:04:16 13:52:15-04:00,Twitter_Customer_Insights_LATAM.pdf,-rw-r--r--,3.6 MB,PDF,pdf,"false, false, false, false, false, false","Book, Medium, Bold, Black, Book, Bold","Gotham, Gotham, Gotham, Gotham, Gotham Narrow, Gotham Narrow","Gotham-Book.otf, Gotham-Medium.otf, Gotham-Bold.otf, Gotham-Black.otf, GothamNarrow-Book.otf, GothamNarrow-Bold.otf","Gotham-Book, Gotham-Medium, Gotham-Bold, Gotham-Black, GothamNarrow-Book, GothamNarrow-Bold","Open Type, Open Type, Open Type, Open Type, Open Type, Open Type","Version 1.200, Version 1.200, Version 1.200, Version 1.200, Version 2.200 Pro, Version 2.200 Pro",,application/pdf,,,False,True,,"saved, saved","/, /","xmp.iid:F77F117407206811822AFC7747A7C376, xmp.iid:a3989c02-c362-4f18-a529-1c59ff080fdb",,"Adobe Illustrator CS6 (Macintosh), Adobe Illustrator CC 2014 (Macintosh)","2014:02:14 13:40:34.000-02:00, 2015:07:21 11:10:45.000-07:00",,,,,"/Users/mayramagalhaes/Desktop/iPhone.png, /Users/mayramagalhaes/Desktop/iPhone.png",,uuid:b46760b7-f713-ef42-8fe4-63dad8335ccd,,No,,,"EmbedByReference, EmbedByReference",,"/Users/mayramagalhaes/Desktop/iPhone.png, /Users/mayramagalhaes/Desktop/iPhone.png",,792.000000,Points,612.000000,,,,,,,,,2015:07:21 11:11:07.000-07:00,,application/pdf,2016:04:20 23:44:26.290Z,2015:07:21 18:11:07.000Z,,1,13,uuid:5D20892493BFDB11914A8590D31508C8,13,,,1.5,,,"Cyan, Magenta, Yellow, Black",,Adobe PDF library 11.00,,,,,,,,,,,,,,,,,proof:pdf,3c06c0ab6ea37b7866c653ae62355514d63738dd,3648400,,,,,,,,,,Print,,,"255, 32, 36, 0, 81, 238, 145, 139, 45, 54, 40, 30, 64, 49, 35, 63, 74, 69, 56, 115, 156, 224, 187, 143, 97, 144, 142, 99, 92, 123, 154, 121, 88, 66, 107, 79, 59, 40, 19, 20, 225, 52, 165, 222, 236, 117, 0, 83, 0, 128, 0, 128, 0, 255, 0, 128, 0, 128, 191, 0, 255, 0, 255, 255, 224, 165, 32, 65, 91, 112, 132, 151, 171, 191, 211, 232, 242, 36, 34, 21, 75, 153, 151",,"255, 31, 28, 241, 165, 173, 49, 0, 30, 64, 90, 146, 175, 236, 222, 197, 179, 147, 104, 180, 166, 169, 117, 56, 34, 45, 39, 31, 28, 41, 180, 132, 101, 74, 153, 124, 93, 76, 56, 35, 171, 47, 152, 215, 232, 75, 0, 205, 0, 0, 128, 128, 255, 255, 0, 0, 128, 128, 191, 0, 0, 255, 255, 0, 171, 152, 31, 64, 89, 110, 129, 148, 168, 189, 210, 231, 241, 28, 101, 221, 161, 64, 63",,"RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB","255, 35, 236, 255, 0, 0, 46, 235, 190, 238, 240, 246, 250, 249, 214, 139, 55, 0, 0, 41, 0, 38, 27, 43, 38, 101, 144, 158, 217, 236, 193, 154, 113, 90, 195, 168, 138, 117, 96, 59, 44, 41, 135, 205, 225, 0, 0, 254, 0, 0, 0, 0, 0, 0, 128, 128, 128, 128, 191, 255, 255, 255, 255, 0, 44, 135, 35, 64, 88, 109, 128, 146, 166, 187, 208, 230, 241, 236, 241, 255, 0, 34, 127","White, Black, CMYK Red, CMYK Yellow, CMYK Green, CMYK Cyan, CMYK Blue, CMYK Magenta, C=15 M=100 Y=90 K=10, C=0 M=90 Y=85 K=0, C=0 M=80 Y=95 K=0, C=0 M=50 Y=100 K=0, C=0 M=35 Y=85 K=0, C=5 M=0 Y=90 K=0, C=20 M=0 Y=100 K=0, C=50 M=0 Y=100 K=0, C=75 M=0 Y=100 K=0, C=85 M=10 Y=100 K=10, C=90 M=30 Y=95 K=30, C=75 M=0 Y=75 K=0, C=80 M=10 Y=45 K=0, C=70 M=15 Y=0 K=0, C=85 M=50 Y=0 K=0, C=100 M=95 Y=5 K=0, C=100 M=100 Y=25 K=25, C=75 M=100 Y=0 K=0, C=50 M=100 Y=0 K=0, C=35 M=100 Y=35 K=10, C=10 M=100 Y=50 K=0, C=0 M=95 Y=20 K=0, C=25 M=25 Y=40 K=0, C=40 M=45 Y=50 K=5, C=50 M=50 Y=60 K=25, C=55 M=60 Y=65 K=40, C=25 M=40 Y=65 K=0, C=30 M=50 Y=75 K=10, C=35 M=60 Y=80 K=25, C=40 M=65 Y=90 K=35, C=40 M=70 Y=100 K=50, C=50 M=70 Y=80 K=70, C=69 M=14 Y=0 K=0, R=41 G=47 B=52, R=135 G=152 B=165, R=205 G=215 B=222, R=225 G=232 B=236, R=0 G=75 B=117, Black - 000000, R=254 G=205 B=83, Word_R0_G0_B0, Word_R0_G0_B128, Word_R0_G128_B0, Word_R0_G128_B128, Word_R0_G255_B0, Word_R0_G255_B255, Word_R128_G0_B0, Word_R128_G0_B128, Word_R128_G128_B0, Word_R128_G128_B128, Word_R192_G192_B192, Word_R255_G0_B0, Word_R255_G0_B255, Word_R255_G255_B0, Word_R255_G255_B255, Word_R0_G0_B255, R=44 G=171 B=224, R=135 G=152 B=165 1, C=0 M=0 Y=0 K=100, C=0 M=0 Y=0 K=90, C=0 M=0 Y=0 K=80, C=0 M=0 Y=0 K=70, C=0 M=0 Y=0 K=60, C=0 M=0 Y=0 K=50, C=0 M=0 Y=0 K=40, C=0 M=0 Y=0 K=30, C=0 M=0 Y=0 K=20, C=0 M=0 Y=0 K=10, C=0 M=0 Y=0 K=5, C=0 M=100 Y=100 K=0, C=0 M=75 Y=100 K=0, C=0 M=10 Y=95 K=0, C=85 M=10 Y=100 K=0, C=100 M=90 Y=0 K=0, C=60 M=90 Y=0 K=0","100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000","PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS",,"Default Swatch Group, Grays, Brights","0, 1, 1",,,JPEG,56,"(Binary data 5162 bytes, use -b option to extract)",256,Twitter - Customer Insights LATAM,,,,,,,,"Adobe XMP Core 5.5-c021 79.153613, 2013/07/11-05:21:54        "
twitter-digital-safety-playbook.pdf,,,,,,,,,,,,,,,,,,2021:12:06 23:39:23+00:00,Microsoft® PowerPoint® for Microsoft 365,,,Microsoft® PowerPoint® for Microsoft 365,,,,,,,,,,,,.,uuid:8953CF99-C17D-4BC1-9A46-B206C3EA8336,,12.70,,2024:04:16 13:53:19-04:00,2024:04:16 13:54:33-04:00,2024:04:16 13:54:33-04:00,twitter-digital-safety-playbook.pdf,-rw-r--r--,11 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8953CF99-C17D-4BC1-9A46-B206C3EA8336,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,2021:12:06 23:39:23+00:00,,,,,26,,,1.4,,,,,Microsoft® PowerPoint® for Microsoft 365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Se sentir plus en sécurité sur Twitter,,,,,,,,XMP Core 6.0.0
twitter-external-brand-guidelines-01272021.pdf,,,,,,,,,,,,,,,,,,2020:12:15 18:26:59.000Z,Keynote,,,Keynote,,,,,,,,,,,,.,,,12.70,2021:01:23 00:44:17.105Z,2024:04:16 13:55:46-04:00,2024:04:16 13:55:46-04:00,2024:04:16 13:55:46-04:00,twitter-external-brand-guidelines-01272021.pdf,-rw-r--r--,10 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,2020:12:15 18:26:59.000Z,,application/pdf,2021:01:23 00:48:14.636Z,2020:12:15 18:26:59.000Z,,,16,,16,,,1.4,15.0,26.666666666666668,,,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext,,,,,,,,,,,,,,,,,,ea377df24674ca13ee6ad69b6b3051ed90840269,10480224,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Twitter External Brand Guidelines,,,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
twitterforgood-global-report-2018.pdf,,,,,,,,,,,,,,,,,,2019:03:07 19:18:58Z,Keynote,,,Keynote,,,,,,,,,,,,.,uuid:7cd7e44f-8b54-5543-be77-e0e4c0f4d4da,,12.70,2020:11:19 00:35:38.160Z,2024:04:16 13:54:19-04:00,2024:04:16 13:54:20-04:00,2024:04:16 13:54:20-04:00,twitterforgood-global-report-2018.pdf,-rw-r--r--,9.5 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,uuid:207e2964-4864-4c47-bb53-e231e7560af8,,Yes,,,,,,,,,,,,,,,,,,2020:07:15 20:18:05.000Z,,application/pdf,2020:03:11 05:18:50.762Z,2021:01:27 16:08:18Z,,,110,,110,,,1.6,10.0,7.0,,,macOS Version 10.14.3 (Build 18D109) Quartz PDFContext,,,,,,,,,,,,,,,,,,57831838d589324dc04e1780c8cc1482fcf2ab57,9525055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFG 2018 Global Report,,,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
twitter-impact-on-culture.pdf,,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,"Not Embedded, Independent","RGB ",0.9642 1 0.82491,,2020:06:17 00:29:33Z,Keynote,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.70,,2024:04:16 13:53:48-04:00,2024:04:16 13:54:40-04:00,2024:04:16 13:54:40-04:00,twitter-impact-on-culture.pdf,-rw-r--r--,55 kB,PDF,pdf,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,,application/pdf,,2020:06:17 00:29:33Z,,,,,2,,,1.4,,,,Microsoft Corporation,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cathode Ray Tube Display,,,,,Brands + Culture + Twitter Impact (IPG Research),,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,
TwitterIsUK-MTC.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:55:29-04:00,2024:04:16 13:55:30-04:00,2024:04:16 13:55:30-04:00,TwitterIsUK-MTC.pdf,-rw-r--r--,15 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,2021:12:08 15:13:29Z,,,,,113,,,1.6,,,,,iLovePDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
